Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.tabs_XBNJHU.subheading:30e975mx5pggm,pt-PT,,,"The 2017 Nobel Prize in Physiology or Medicine is awarded to Jeffrey C. Hall, Michael Rosbash and Michael W. Young for their discoveries of molecular mechanisms that control circadian rhythms. Chronobiology has an impact on many aspects of our physiology. For example, circadian clocks help to regulate sleep patterns, feeding behavior, hormone release, blood pressure and body temperature.","O Prémio Nobel de Fisiologia ou Medicina de 2017 foi concedido a Jeffrey C. Hall, Michael Rosbash e Michael W. Young pelas suas descobertas dos mecanismos moleculares que controlam os ritmos circadianos. A cronobiologia tem impacto em muitos aspetos da nossa fisiologia. Por exemplo, os relógios circadianos ajudam a regular os padrões de sono, o comportamento alimentar, a libertação de hormonas, a pressão arterial e a temperatura corporal."
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.tabs_XBNJHU.title:b97943nl9f22,pt-PT,,,CIRCADIAN RHYTHMS,RITMOS CIRCADIANOS
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.tabs_XBNJHU.tab_CUQVCq.title:ur7s7didqpwq,pt-PT,,,"Gerstner, J.R. and Yin, J.C.P.					(2010)","Gerstner, J.R. e Yin, J.C.P. (2010)"
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.tabs_XBNJHU.tab_CUQVCq.content:3tnpnix3q923n,pt-PT,,,"<p>Sleep is vital for normal brain function and circadian dysfunction has been linked to sleep disorders, as well as depression, bipolar disorder, cognitive function, memory formation and some neurological diseases. <a href=""https://pubmed.ncbi.nlm.nih.gov/20648063/"" target=""_blank"" title=""https://pubmed.ncbi.nlm.nih.gov/20648063/"">Link</a></p>","<p>O sono é vital para o funcionamento normal do cérebro e a disfunção circadiana tem sido associada a distúrbios do sono, bem como à depressão, transtorno bipolar, função cognitiva, formação da memória e algumas doenças neurológicas. <a href=""https://pubmed.ncbi.nlm.nih.gov/20648063/"" target=""_blank"" title=""https://pubmed.ncbi.nlm.nih.gov/20648063/"">Link</a></p>"
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.tabs_XBNJHU.tab_qRggKH.title:26feoqgmb9m15,pt-PT,,,"Hirota, T. and Kay, S.A. (2015)","Hirota, T. e Kay, S.A. (2015)"
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.tabs_XBNJHU.tab_qRggKH.content:1kwz3w70t8d8g,pt-PT,,,"<p>Studies have indicated that chronic misalignment between our lifestyle and the rhythm dictated by our endogenous circadian clock may be associated with increased risk for various diseases including cancer, neurodegenerative diseases, metabolic disorders and inflammation. Efforts are underway to develop approaches in chronobiology and pharmacology to modify the period, phase or amplitude of circadian clocks to improve human health. <a href=""https://pubmed.ncbi.nlm.nih.gov/25662461/"" title=""https://pubmed.ncbi.nlm.nih.gov/25662461/"">Link</a></p>","<p>Estudos indicam que o desalinhamento crónico entre o nosso estilo de vida e o ritmo ditado pelo nosso relógio circadiano endógeno pode estar associado a um risco aumentado de várias doenças, incluindo cancro, doenças neurodegenerativas, distúrbios metabólicos e inflamação. Estão em curso esforços para desenvolver abordagens em cronobiologia e farmacologia para modificar o período, a fase ou a amplitude dos relógios circadianos, com o objetivo de melhorar a saúde humana. <a href=""https://pubmed.ncbi.nlm.nih.gov/25662461/"" title=""https://pubmed.ncbi.nlm.nih.gov/25662461/"">Link</a></p>"
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.tabs_XBNJHU.tab_FDCTix.title:1c6uw10qfmtp,pt-PT,,,"Panda, S. (2016)","Panda, S. (2016)"
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.tabs_XBNJHU.tab_FDCTix.content:1k9kb276kjipw,pt-PT,,,"<p>Clock genes also exert a profound influence on metabolism through the control of gluconeogenesis, insulin sensitivity and systemic oscillation of blood glucose. <a href=""https://pubmed.ncbi.nlm.nih.gov/27885007/"" target=""_blank"" title=""https://pubmed.ncbi.nlm.nih.gov/27885007/"">Link</a></p>","<p>Os genes do relógio também exercem uma profunda influência no metabolismo através do controlo da gliconeogénese, da sensibilidade à insulina e da oscilação sistémica da glicose no sangue. <a href=""https://pubmed.ncbi.nlm.nih.gov/27885007/"" target=""_blank"" title=""https://pubmed.ncbi.nlm.nih.gov/27885007/"">Link</a></p>"
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.rich_text_G8dHfA.heading_mtd9CR.text:259e2qpgg9klb,pt-PT,,,DISCLAIMER,DISCLAIMER
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.rich_text_G8dHfA.richtext_rE7NrQ.content:3kfc4x2dkn3di,pt-PT,,,"<p>Although the referenced studies demonstrate interactions between light and organisms/liquid matrices, there is not yet a unanimous scientific consensus on direct clinical benefits in humans. Nevertheless, ACTYVA was developed to maximize the bioenergetic coherence of your supplement as part of an integrative wellness approach. </p>","<p>Embora os estudos referenciados demonstrem interações entre a luz e os organismos/matrizes líquidas, ainda não existe um consenso científico unânime sobre os benefícios clínicos diretos em seres humanos. No entanto, o ACTYVA foi desenvolvido para maximizar a coerência bioenergética do seu suplemento como parte de uma abordagem integrativa de bem-estar. </p>"
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.image_with_text_overlay_rbQFa4.heading_qJgDRr.text:1mf3g9z9mnycb,pt-PT,,,Connecting Science to Story.,Conectando a ciência à narrativa.
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.image_with_text_overlay_rbQFa4.richtext_VyJ8Qa.content:1ym3ra3dqzba7,pt-PT,,,"<p>Now that you understand the science and research that power our technology, discover the two-decade journey of clinical practice and innovation that brought it to life.</p>","<p>Agora que compreende a ciência e a investigação que impulsionam a nossa tecnologia, descubra a jornada de duas décadas de prática clínica e inovação que a trouxe à vida.</p>"
ONLINE_STORE_THEME,182378103170,section.page.our-science.json.image_with_text_overlay_rbQFa4.button_47naNz.text:3fwazkjd9c8md,pt-PT,,,Discover Our Story,Conheça a nossa história
PAGE,693650096514,title,pt-PT,,,About,Sobre
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.slideshow_fW9Fnm.image_wnMANB.title:sw49oswbmup5,pt-PT,,,empowering the body’s innate intelligence to restore and thrive.,capacitar a inteligência inata do corpo para restaurar e prosperar.
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.rich_text_ceTcmn.richtext_KcGydy.content:1nm4sje2on29,pt-PT,,,"<p>Our story didn't begin with a product, but with a question born from clinical practice: <strong>How can we move beyond symptoms to restore the body's fundamental cellular communication?</strong></p><p>This question has been the driving force behind a mission that spans over two decades, <strong>blending pioneering research with the real-world needs of thousands of individuals</strong> seeking to unlock their full biological potential.</p>","<p>A nossa história não começou com um produto, mas com uma questão que surgiu da prática clínica: <strong>como podemos ir além dos sintomas para restaurar a comunicação celular fundamental do corpo?</strong></p><p>Esta questão tem sido a força motriz por trás de uma missão que se estende por mais de duas décadas, <strong>combinando investigação pioneira com as necessidades reais de milhares de indivíduos</strong> que procuram libertar todo o seu potencial biológico.</p>"
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.rich_text_ceTcmn.richtext_KNhwTJ.content:3fmcvbpre6pla,pt-PT,,,"<p>It all began with Nuno Nina. Driven by an unending curiosity about the connection between the body’s electrical nature and its biology, he founded his integrative medicine clinic in Lisbon in 2005. This space became a place of research and discovery where he could explore the human body as an electrochemical network and develop new methods to restore its natural balance.<br/><br/>By observing that the best results emerged when we acted upon the body’s bioelectrical systems, we sought to understand how this interaction could influence biochemical processes. Thus, we made it our purpose to develop technologies capable of speaking this language - the language of the electrical body.</p>","<p>Tudo começou com Nuno Nina. Impulsionado por uma curiosidade incessante sobre a conexão entre a natureza elétrica do corpo e a sua biologia, ele fundou a sua clínica de medicina integrativa em Lisboa, em 2005. Este espaço tornou-se um local de investigação e descoberta, onde ele poderia explorar o corpo humano como uma rede eletroquímica e desenvolver novos métodos para restaurar o seu equilíbrio natural.<br/><br/>Ao observar que os melhores resultados surgiam quando atuávamos sobre os sistemas bioelétricos do corpo, procuramos compreender como essa interação poderia influenciar os processos bioquímicos. Assim, assumimos como nosso objetivo desenvolver tecnologias capazes de falar essa linguagem - a linguagem do corpo elétrico.</p>"
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.impact_text_biX3bx.item_Cp3t6a.title:2w93yiyzn276,pt-PT,,,"70,000+",70.000+
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.impact_text_biX3bx.item_Cp3t6a.subheading:3qbj3rf8gjbpq,pt-PT,,,Client Journeys Delivered,Jornadas do cliente realizadas
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.impact_text_biX3bx.item_Cp3t6a.content:1yd0i3mn3zkmj,pt-PT,,,"<p>Patients from around the globe, from elite athletes to executives, have benefited from Nuno Nina's protocols.</p>","<p>Pacientes de todo o mundo, desde atletas de elite a executivos, têm beneficiado dos protocolos de Nuno Nina.</p>"
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.impact_text_biX3bx.item_jAcxMK.title:1v5ioe699vg2f,pt-PT,,,'+20 years,Mais de 20 anos
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.impact_text_biX3bx.item_jAcxMK.subheading:1r21hyrm1v5gb,pt-PT,,,of Clinical Experience,de Experiência Clínica
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.impact_text_biX3bx.item_jAcxMK.content:33xyswzmb2vku,pt-PT,,,"<p>Nuno Nina founded his Integrative Medicine Clinic in Lisbon in 2005, pioneering new approaches in bioelectromagnetic and bioinformational medicine.</p>","<p>Nuno Nina fundou a sua Clínica de Medicina Integrativa em Lisboa em 2005, sendo pioneiro em novas abordagens na medicina bioeletromagnética e bioinformacional.</p>"
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.impact_text_biX3bx.item_HbgGQE.title:2vs13lcger933,pt-PT,,,Award-Winning,Premiado
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.impact_text_biX3bx.item_HbgGQE.subheading:3nzfn2ecexbn,pt-PT,,,in science and health,em ciência e saúde
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.impact_text_biX3bx.item_HbgGQE.content:1i96fh1pvym46,pt-PT,,,<p>Honored at the Lusofonia Awards in Science and Health for Nuno Nina's exceptional contribution to scientific and technological progress.</p>,<p>Homenageado nos Prémios Lusofonia em Ciência e Saúde pela contribuição excecional de Nuno Nina para o progresso científico e tecnológico.</p>
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.media_with_text_UBQhFM.image_JP8d6L.subheading:3oe3ku6njcvc7,pt-PT,,,CellPowerX Founder Nuno Nina,"Fundador da CellPowerX, Nuno Nina"
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.media_with_text_UBQhFM.image_JP8d6L.title:xwr31mmtmv8r,pt-PT,,,The Mind Behind the Method,A mente por trás do método
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.media_with_text_UBQhFM.image_JP8d6L.content:1wdtxtnugqzxe,pt-PT,,,"<p>Nuno Nina is the founder and chief visionary of CellPowerX. His life's work is defined by a unique duality: he is both a dedicated practitioner and a pioneering inventor. With over two decades of clinical experience, informed by <strong>more than 70,000 client journeys</strong>, Nuno has developed a <strong>profound understanding</strong> of what the human body truly needs to achieve optimal function.</p><p>This deep, real-world insight is the catalyst for every CellPowerX innovation, <strong>bridging the gap between hands-on application and the frontiers of biophysical science.</strong></p>","<p>Nuno Nina é o fundador e principal visionário da CellPowerX. O trabalho da sua vida é definido por uma dualidade única: ele é um profissional dedicado e um inventor pioneiro. Com mais de duas décadas de experiência clínica, informada por <strong>mais de 70.000 jornadas de clientes</strong>, Nuno desenvolveu uma <strong>compreensão profunda</strong> do que o corpo humano realmente necessita para atingir o seu funcionamento ideal.</p><p>Esta visão profunda e realista é o catalisador de todas as inovações da CellPowerX, <strong>colmatando a lacuna entre a aplicação prática e as fronteiras da ciência biofísica.</strong></p>"
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.media_with_text_UBQhFM.image_AFdxiE.subheading:1gnns920c1w6k,pt-PT,,,CellPowerX Co-Founder | Nuno Nina,Co-fundador da CellPowerX | Nuno Nina
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.media_with_text_UBQhFM.image_AFdxiE.title:3ufma0y3nd2m8,pt-PT,,,The Mind Behind the Method,A mente por trás do método
ONLINE_STORE_THEME,182378103170,section.page.about-us.json.media_with_text_UBQhFM.image_AFdxiE.content:2lj0rhwm35bnt,pt-PT,,,"<p>Nuno Nina provides the critical link between real-world clinical results and technological development. His unique, multidisciplinary background in Mathematics, Systems Engineering, and Biochemistry allows him to translate complex biological patterns into effective technological solutions. This approach is informed by clinical data and insights gathered from over 70,000 client journeys, serving as the primary catalyst for our research and development into bioelectromagnetic and bioinformational medicine.</p>","<p>Nuno Nina estabelece a ligação fundamental entre os resultados clínicos do mundo real e o desenvolvimento tecnológico. A sua formação multidisciplinar única em Matemática, Engenharia de Sistemas e Bioquímica permite-lhe traduzir padrões biológicos complexos em soluções tecnológicas eficazes. Esta abordagem é baseada em dados clínicos e insights recolhidos de mais de 70.000 percursos de clientes, servindo como o principal catalisador para a nossa investigação e desenvolvimento em medicina bioeletromagnética e bioinformática.</p>"
