Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.main.collapsible_text_KCGrnK.content:3pji7yi5ww43h,pt-PT,,,"<p>HydroIRX (Highly purified water, Phosphatidylcholine (lipid, pharmaceutical grade)), Ferric Pyrophosphate / Ferric Glycinate, Hyaluronic Acid, Potassium Citrate, Potassium Chloride, Sodium Bicarbonate, Colloidal Silicon Dioxide (hydrophilic type), Medium-Chain Triglycerides (C8/C10, pharmaceutical grade), Guarana extract (Paullinia cupana, containing 4% caffeine), L-Carnitine L-Tartrate, Hydrolyzed Collagen Peptides, Apple Cider Vinegar, Ginger extract (Zingiber officinale), Magnesium Chloride, Potassium Citrate, Pyrroloquinoline Quinone (PQQ), NADH, Natural flavour, Lemon extract, Natural sweetener, Lemon juice.</p>","<p>HydroIRX (água altamente purificada, fosfatidilcolina (lipídio, grau farmacêutico)), pirofosfato férrico/glicinato férrico, ácido hialurónico, citrato de potássio, cloreto de potássio, bicarbonato de sódio, dióxido de silício coloidal (tipo hidrofílico), triglicéridos de cadeia média (C8/C10, grau farmacêutico), extrato de guaraná (Paullinia cupana, contendo 4% de cafeína), L-carnitina L-tartarato, peptídeos de colagénio hidrolisado, vinagre de maçã, extrato de gengibre (Zingiber officinale), cloreto de magnésio, Citrato de potássio, Pirroloquinolina quinona (PQQ), NADH, Aroma natural, Extrato de limão, Adoçante natural, Sumo de limão.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.custom_html_AfNDKc.html:dl3iey80gjp7,pt-PT,,,"<p style=""text-align: center""></p>","<p style=""text-align: center""></p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.rich_text_KrTKT7.heading_eyKKxJ.text:35yujyx5dqh96,pt-PT,,,Key Ingredients,Ingredientes principais
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.rich_text_KrTKT7.richtext_M7kqQL.content:33nhzks5aflso,pt-PT,,,"<p>Activated through HydroIRX™, our proprietary liquid matrix designed to interact with ACTYVA for optimized ingredient functionality and delivery, the formula combines the following key metabolic ingredients:<br/></p><p></p><ul><li>L-Carnitine – supports fatty acid transport for energy production</li><li>Guarana (natural caffeine) – helps activate metabolism and endurance</li><li>Apple Cider Vinegar + Ginger – supports metabolic and digestive balance</li><li>PQQ + NADH – support mitochondrial energy production</li></ul>","<p>Ativada através do HydroIRX™, a nossa matriz líquida patenteada concebida para interagir com o ACTYVA para otimizar a funcionalidade e a libertação dos ingredientes, a fórmula combina os seguintes ingredientes metabólicos essenciais:<br/></p><p></p><ul><li>L-Carnitina – apoia o transporte de ácidos gordos para a produção de energia</li><li>Guaraná (cafeína natural) – ajuda a ativar o metabolismo e a resistência</li><li>Vinagre de maçã + gengibre – apoia o equilíbrio metabólico e digestivo</li><li>PQQ + NADH – apoiam a produção de energia mitocondrial</li></ul>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.media_grid_YngpeC.image_PqpNcz.title:35cy46t45i2qa,pt-PT,,,Ginger,Gengibre
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.media_grid_YngpeC.image_jFJQYU.title:34ela9mkh49u7,pt-PT,,,apple cider vinegar,vinagre de maçã
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.media_grid_YngpeC.image_KeEGLP.title:2oq7tkbzd1rpg,pt-PT,,,Lemon flavor,Sabor a limão
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.media_grid_YngpeC.image_ydy7kB.title:29weeoatsumi6,pt-PT,,,"L-Carnitine, NADH, PQQ","L-Carnitina, NADH, PQQ"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.multi_column_H4ifnj.title:9f46cb1urk11,pt-PT,,,A New Era Of Supplements,Uma nova era de suplementos
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.multi_column_H4ifnj.item_tVQTdL.content:25ds93zb7hwdu,pt-PT,,,"<p>NEXAI™ is a proprietary intelligence system that merges Artificial Intelligence with Nuno Nina's two decades of real clinical data. It analyzes anonymized data patterns from over 70,000 client profiles to identify the most effective synergies between bioactive compounds.</p>",<p>NEXAI™ é um sistema de inteligência proprietário que combina Inteligência Artificial com duas décadas de dados clínicos reais da Nuno Nina. Ele analisa padrões de dados anónimos de mais de 70.000 perfis de clientes para identificar as sinergias mais eficazes entre compostos bioativos.</p>
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.multi_column_H4ifnj.item_BNPBX8.content:ko31ng7w2lhf,pt-PT,,,"<p>At the core of CellPowerX SHOTS formulas is HydroIRX, our proprietary liquid matrix, uniquely receptive to structuring. ACTYVA emits precisely calibrated light frequencies that interact directly with this matrix, reorganizing its physicochemical structure</p>","<p>No centro das fórmulas CellPowerX SHOTS está o HydroIRX, a nossa matriz líquida patenteada, excepcionalmente receptiva à estruturação. O ACTYVA emite frequências de luz precisamente calibradas que interagem diretamente com esta matriz, reorganizando a sua estrutura físico-química.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.multi_column_H4ifnj.item_RaRYh9.content:24zj5r8ns5rp0,pt-PT,,,"<p>Developed using premium-grade ingredients selected through clinical experience, scientific validation, and functional relevance. Each formula integrates bioavailable nutrients, amino acids, and botanical extracts to support specific physiological processes through balanced synergy.</p>","<p>Desenvolvido com ingredientes de alta qualidade selecionados com base em experiência clínica, validação científica e relevância funcional. Cada fórmula integra nutrientes biodisponíveis, aminoácidos e extratos botânicos para apoiar processos fisiológicos específicos através de uma sinergia equilibrada.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.text_with_icons_UcE8HF.item_UiERrJ.title:38qmrelumo6wi,pt-PT,,,cGMP Certification,Certificação cGMP
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.text_with_icons_UcE8HF.item_UiERrJ.content:du30ilhjufy3,pt-PT,,,<p>Manufactured in cGMP-certified facilities to ensure consistent quality and safety standards.</p>,<p>Fabricado em instalações certificadas pela cGMP para garantir padrões consistentes de qualidade e segurança.</p>
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.text_with_icons_UcE8HF.item_mbJxYL.title:37x9vz32djqjt,pt-PT,,,FDA REGISTERED,REGISTADO NA FDA
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.text_with_icons_UcE8HF.item_mbJxYL.content:2yteobf8eny74,pt-PT,,,"<p>Produced in a facility registered with the U.S. Food and Drug Administration, meeting applicable manufacturing requirements.</p>","<p>Produzido em instalações registadas na Administração de Alimentos e Medicamentos dos EUA, em conformidade com os requisitos de fabrico aplicáveis.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.text_with_icons_UcE8HF.item_DM8PbB.title:3kx6db7vg8wgw,pt-PT,,,Natural Flavor,Sabor natural
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.text_with_icons_UcE8HF.item_DM8PbB.content:2xqm9dz8iunc9,pt-PT,,,<p>Formulated using carefully selected natural flavors to deliver an authentic taste experience.</p>,<p>Formulado com sabores naturais cuidadosamente selecionados para proporcionar uma experiência de sabor autêntica.</p>
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.title:1g4w0btw2cacy,pt-PT,,,Frequently Asked Questions,Perguntas frequentes
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_rCDex9.title:5e7urikym86q,pt-PT,,,Who is RESHAPE for?,A quem se destina o RESHAPE?
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_rCDex9.content:3kymdixk576ez,pt-PT,,,"<p>RESHAPE is intended for adults who want to support metabolism, physical performance, and energy utilization, especially those following an active routine or working toward body composition goals.</p>","<p>RESHAPE destina-se a adultos que desejam apoiar o metabolismo, o desempenho físico e a utilização de energia, especialmente aqueles que seguem uma rotina ativa ou que trabalham para atingir objetivos de composição corporal.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_mxJRdA.title:1g5anewqjzsqz,pt-PT,,,Who is RESHAPE for?,A quem se destina o RESHAPE?
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_mxJRdA.content:rkd1dv5jkdqa,pt-PT,,,"<p>RESHAPE is intended for adults who want to support weight management and fat metabolism in a balanced, health-focused way, especially those looking for a sustainable alternative to extreme dieting or stimulant-heavy approaches.</p>","<p>RESHAPE destina-se a adultos que desejam apoiar o controlo de peso e o metabolismo de gorduras de forma equilibrada e focada na saúde, especialmente aqueles que procuram uma alternativa sustentável a dietas extremas ou abordagens com elevado teor de estimulantes.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_Pwr6PW.title:2wns79hjl4hyf,pt-PT,,,How do I take RESHAPE?,Como devo tomar RESHAPE?
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_Pwr6PW.content:xqalmc6lh5f2,pt-PT,,,"<p>Take 1 shot per day, ideally 5–10 minutes before lunch or before physical activity. Shake well before use and activate the vial using the ACTYVA™ device for optimal benefits.</p>","<p>Tome 1 dose por dia, de preferência 5 a 10 minutos antes do almoço ou antes da atividade física. Agite bem antes de usar e ative o frasco com o dispositivo ACTYVA™ para obter os melhores resultados.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_LYGpEU.title:2qtz1ndj48p4h,pt-PT,,,Does RESHAPE contain caffeine?,O RESHAPE contém cafeína?
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_LYGpEU.content:3pv8p3i1gpkhk,pt-PT,,,"<p>Yes. RESHAPE contains natural caffeine from Guarana extract, which helps increase alertness and supports endurance. Because of this, it is best taken earlier in the day.</p>","<p>Sim. RESHAPE contém cafeína natural proveniente do extrato de guaraná, que contribui para aumentar o estado de alerta e apoia a resistência. Por esse motivo, é recomendável tomá-lo no início do dia.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_ywfCJE.title:3g2jb1etcpukn,pt-PT,,,When will I notice results?,Quando é que notarei os resultados?
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_ywfCJE.content:8edlqx0w0qj2,pt-PT,,,"<p>Individual responses vary. Some people notice increased energy or endurance shortly after use, while metabolic support benefits typically develop with consistent daily use alongside an active lifestyle.</p>","<p>As respostas individuais variam. Algumas pessoas notam um aumento de energia ou resistência logo após o uso, enquanto os benefícios do apoio metabólico geralmente se desenvolvem com o uso diário consistente, juntamente com um estilo de vida ativo.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_RGHLtN.title:2xpd7ss21davc,pt-PT,,,Can RESHAPE support fat metabolism?,O RESHAPE pode apoiar o metabolismo das gorduras?
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_RGHLtN.content:1dfvnvzcfstmp,pt-PT,,,<p>RESHAPE contains ingredients such as L-Carnitine and metabolic cofactors that support normal energy metabolism and the utilization of fatty acids as part of a balanced diet and exercise routine.</p>,<p>RESHAPE contém ingredientes como L-carnitina e cofatores metabólicos que apoiam o metabolismo energético normal e a utilização de ácidos gordos como parte de uma dieta equilibrada e rotina de exercícios.</p>
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_XGNJhY.title:bs8wcz3509ux,pt-PT,,,Can I take RESHAPE with other supplements?,É possível tomar RESHAPE com outros suplementos?
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_XGNJhY.content:27uql629jtyn4,pt-PT,,,"<p>RESHAPE can generally be taken alongside other food supplements. For best results, it may be combined with ReShape Balance and ReShape Control gummies. If you are taking medications or other supplements, consult a healthcare professional.</p>","<p>RESHAPE pode ser tomado em conjunto com outros suplementos alimentares. Para melhores resultados, pode ser combinado com ReShape Balance e ReShape Control gummies. Caso esteja a tomar medicamentos ou outros suplementos, consulte um profissional de saúde.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_yTVkj4.title:2y5dkm5xnenh,pt-PT,,,Is RESHAPE safe for daily use?,O RESHAPE é seguro para uso diário?
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_yTVkj4.content:3jq34h3genxd0,pt-PT,,,"<p>RESHAPE is formulated for daily use when taken as directed. Do not exceed the recommended intake. If you have a medical condition or concerns about stimulant intake, consult a healthcare professional.</p>","<p>RESHAPE foi formulado para uso diário quando tomado conforme as instruções. Não exceda a dose recomendada. Caso tenha alguma condição médica ou preocupações sobre o consumo de estimulantes, consulte um profissional de saúde.</p>"
ONLINE_STORE_THEME,182378103170,section.product.shots-reshape.json.faq_NAJz9p.item_AVfxhe.title:an0lcxshv82v,pt-PT,,,Can pregnant or breastfeeding women take RESHAPE?,Mulheres grávidas ou a amamentar podem tomar RESHAPE?
